-48.0275242	316.1814577	-231.2212194
-47.7964508	315.9146504	-231.2212194
-47.6874280	315.2925704	-231.2212194
-47.5786715	314.6720103	-231.2212194
-47.4701804	314.0529645	-231.2212194
-46.9174207	311.9419777	-231.2212194
-46.8103095	311.3295391	-231.2212194
-46.5286864	310.7621476	-231.2212194
-46.4222902	310.1525351	-231.2212194
-46.1417241	309.5876959	-231.2212194
-46.0360377	308.9808901	-231.2212194
-45.9306063	308.3755487	-231.2212194
-45.6515397	307.8145675	-231.2212194
-45.5468104	307.2120035	-231.2212194
-45.2687845	306.6535311	-231.2212194
-45.1647520	306.0537257	-231.2212194
-44.8877602	305.4977452	-231.2212194
-44.7844193	304.9006795	-231.2212194
-44.5084550	304.3471741	-231.2212194
-44.4058005	303.7528297	-231.2212194
-44.1308574	303.2017827	-231.2212194
-44.0288842	302.6101410	-231.2212194
-43.7549558	302.0615360	-231.2212194
-43.4816043	301.5140863	-231.2212194
-43.3807389	300.9263995	-231.2212194
-43.1083924	300.3813677	-231.2212194
-42.8366175	299.8374799	-231.2212194
-42.7368476	299.2537090	-231.2212194
-42.5157108	299.0033014	-231.2212194
-42.2452859	298.4623162	-231.2212194
-41.9754265	297.9224623	-231.2212194
-41.7061308	297.3837360	-231.2212194
-41.4373970	296.8461339	-231.2212194
-41.1692234	296.3096524	-231.2212194
-40.9016083	295.7742881	-231.2212194
-40.6827824	295.5271312	-231.2212194
-40.5863739	294.9532812	-231.2212194
-40.4160721	294.9933789	-231.2212194
-40.1977918	294.7469431	-231.2212194
-40.0066246	293.6041248	-231.2212194
-39.9319821	294.2147955	-231.2212194
-39.8366972	293.6439328	-231.2212194
-39.7618221	294.2547386	-231.2212194
-39.6667238	293.6837517	-231.2212194
-39.6391552	294.5807514	-231.2212194
-39.5441322	294.0089694	-231.2212194
-38.5053624	293.0678033	-231.2212194
-38.2886984	292.8230881	-231.2212194
-38.0722293	292.5785930	-231.2212194
-37.8559549	292.3343178	-231.2212194
-37.6398749	292.0902623	-231.2212194
-37.4239891	291.8464260	-231.2212194
-37.2082971	291.6028087	-231.2212194
-36.9927988	291.3594101	-231.2212194
-36.7774939	291.1162299	-231.2212194
-36.5623821	290.8732678	-231.2212194
-36.3474631	290.6305235	-231.2212194
-36.1327367	290.3879968	-231.2212194
-35.7487515	290.1847886	-231.2212194
-35.3650067	289.9817076	-231.2212194
-35.1509505	289.7397316	-231.2212194
-34.7676844	289.5369443	-231.2212194
-34.5540580	289.2953511	-231.2212194
-34.3406227	289.0539738	-231.2212194
-33.9580721	288.8516454	-231.2212194
-33.5757605	288.6494433	-231.2212194
-33.3629905	288.4086130	-231.2212194
-32.8118532	288.2454178	-231.2212194
